City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Noumea,NC,2021-11-12 22:31:58,-22.2763,166.4572,85.98,99,75,8.12
295,Maceio,BR,2021-11-12 22:31:58,-9.6658,-35.7353,80.04,83,20,4.61
296,Algiers,DZ,2021-11-12 22:29:24,36.7525,3.042,55.22,94,75,9.22
297,Xiuyan,CN,2021-11-12 22:31:59,40.2928,123.2744,32.86,72,0,2.13
298,Fortuna,US,2021-11-12 22:31:59,40.5982,-124.1573,68.94,69,20,1.01
299,Half Moon Bay,US,2021-11-12 22:32:00,37.4636,-122.4286,77.49,70,1,3.0
300,Kovernino,RU,2021-11-12 22:32:00,57.1253,43.8142,28.96,97,100,5.08
301,Kongoussi,BF,2021-11-12 22:32:00,13.3258,-1.5347,80.92,12,89,12.86
302,Carutapera,BR,2021-11-12 22:32:01,-1.195,-46.02,78.55,80,9,5.97
303,Oistins,BB,2021-11-12 22:32:01,13.0667,-59.5333,80.69,74,20,12.66
304,Dalaba,GN,2021-11-12 22:32:02,10.7,-12.25,62.71,72,88,1.07
305,Honiara,SB,2021-11-12 22:32:02,-9.4333,159.95,86.83,66,25,3.0
306,Marawi,PH,2021-11-12 22:32:02,7.9986,124.2928,66.65,87,98,1.19
307,Clovis,US,2021-11-12 22:30:49,36.8252,-119.7029,84.13,67,20,1.99
308,Marzuq,YE,2021-11-12 22:32:03,14.4,46.4667,63.37,35,32,2.46
309,Musoma,TZ,2021-11-12 22:32:03,-1.5,33.8,69.93,77,41,7.49
310,Bogorodskoye,RU,2021-11-12 22:32:04,56.55,37.8833,36.54,97,100,13.73
311,Esperance,AU,2021-11-12 22:32:04,-33.8667,121.9,48.04,56,84,3.6
312,Itoman,JP,2021-11-12 22:32:05,26.1247,127.6694,66.22,67,75,8.05
313,The Valley,AI,2021-11-12 22:32:05,18.217,-63.0578,82.54,69,20,11.5
314,Svobodnyy,RU,2021-11-12 22:32:06,51.4,128.1333,22.19,77,100,4.61
315,Kiruna,SE,2021-11-12 22:32:06,67.8557,20.2251,23.92,93,90,2.3
316,Ettaiyapuram,IN,2021-11-12 22:32:07,9.1441,77.9907,76.12,83,84,4.27
317,Santa Clara,CU,2021-11-12 22:30:14,22.4,-79.9667,75.97,100,75,2.3
318,Nome,US,2021-11-12 22:32:07,64.5011,-165.4064,11.1,79,1,0.0
319,Tecpan,GT,2021-11-12 22:32:08,14.7623,-90.9947,63.72,83,34,3.94
320,Roma,US,2021-11-12 22:32:08,43.2128,-75.4557,48.72,85,75,0.0
321,Ulverstone,AU,2021-11-12 22:32:08,-41.15,146.1667,54.28,77,100,6.31
322,Tara,RU,2021-11-12 22:32:09,56.8944,74.371,20.86,89,50,10.16
323,Cervo,ES,2021-11-12 22:32:09,43.6702,-7.4101,55.96,88,17,2.73
324,Svetlogorsk,BY,2021-11-12 22:32:10,52.6333,29.7333,36.0,93,85,5.55
325,Tiksi,RU,2021-11-12 22:32:10,71.6872,128.8694,-8.59,100,91,0.94
326,Polewali,ID,2021-11-12 22:32:11,-3.4324,119.3435,77.97,91,98,2.08
327,Boyolangu,ID,2021-11-12 22:32:11,-8.1181,111.8935,76.64,91,100,3.58
328,Kasongo,CD,2021-11-12 22:32:12,-4.45,26.6667,68.11,94,100,2.01
329,Hamilton,US,2021-11-12 22:31:13,39.1834,-84.5333,46.63,77,90,1.01
330,La Ronge,CA,2021-11-12 22:32:12,55.1001,-105.2842,23.25,74,90,14.97
331,Tasiilaq,GL,2021-11-12 22:32:13,65.6145,-37.6368,26.76,90,100,4.32
332,Kesova Gora,RU,2021-11-12 22:32:13,57.5836,37.2922,36.1,97,100,12.57
333,Bonavista,CA,2021-11-12 22:32:13,48.6499,-53.1147,36.12,63,100,23.13
334,Coquimbo,CL,2021-11-12 22:31:26,-29.9533,-71.3436,58.73,82,75,11.5
335,Svirstroy,RU,2021-11-12 22:32:14,60.7999,33.7248,36.7,86,100,5.41
336,Broken Hill,AU,2021-11-12 22:32:14,-31.95,141.4333,53.31,76,90,19.57
337,Bonthe,SL,2021-11-12 22:32:15,7.5264,-12.505,79.48,81,89,5.41
338,Talnakh,RU,2021-11-12 22:32:15,69.4865,88.3972,8.51,89,100,14.0
339,Mujiayingzi,CN,2021-11-12 22:32:16,42.1167,118.7833,28.11,69,0,8.3
340,Husavik,IS,2021-11-12 22:32:16,66.0449,-17.3389,19.31,80,100,13.31
341,Olovo,BA,2021-11-12 22:32:16,44.13,18.5828,40.51,92,100,2.75
342,Van Wert,US,2021-11-12 22:32:17,40.8695,-84.5841,46.65,65,90,7.0
343,Bubaque,GW,2021-11-12 22:32:17,11.2833,-15.8333,82.76,69,100,8.81
344,Karpogory,RU,2021-11-12 22:32:18,64.0019,44.4451,31.06,95,100,7.67
345,Cabedelo,BR,2021-11-12 22:32:18,-6.9811,-34.8339,81.27,77,44,13.87
346,Jalu,LY,2021-11-12 22:32:18,29.0331,21.5482,64.67,52,0,6.26
347,Tilichiki,RU,2021-11-12 22:32:19,60.4667,166.1,31.19,99,100,3.89
348,Vostok,RU,2021-11-12 22:32:19,46.4856,135.8833,16.45,90,49,5.91
349,Isangel,VU,2021-11-12 22:32:20,-19.55,169.2667,82.44,71,7,2.1
350,Kahului,US,2021-11-12 22:32:20,20.8947,-156.47,84.22,63,40,6.91
351,Risor,NO,2021-11-12 22:32:21,58.7206,9.2342,42.3,87,100,8.86
352,Tautira,PF,2021-11-12 22:32:21,-17.7333,-149.15,84.22,64,73,9.86
353,Talara,PE,2021-11-12 22:32:21,-4.5772,-81.2719,68.76,77,0,17.27
354,Ponta Delgada,PT,2021-11-12 22:32:22,37.7333,-25.6667,70.5,82,82,17.13
355,Blytheville,US,2021-11-12 22:30:42,35.9273,-89.919,53.74,62,20,10.0
356,Ngorongoro,TZ,2021-11-12 22:32:22,-3.2397,35.4875,53.29,70,79,4.74
357,Matara,LK,2021-11-12 22:32:23,5.9485,80.5353,76.86,88,80,9.24
358,Malumfashi,NG,2021-11-12 22:32:23,11.7853,7.6218,72.54,22,7,3.24
359,Las Palmas,ES,2021-11-12 22:32:24,28.4204,-14.0131,65.19,68,20,9.22
360,Kaeo,NZ,2021-11-12 22:32:24,-35.1,173.7833,69.33,95,100,12.95
361,Ahuimanu,US,2021-11-12 22:32:25,21.4447,-157.8378,84.85,59,1,9.22
362,Tiarei,PF,2021-11-12 22:32:25,-17.5333,-149.3333,84.22,64,60,10.4
363,Coari,BR,2021-11-12 22:32:26,-4.085,-63.1414,74.68,97,97,2.77
364,Takoradi,GH,2021-11-12 22:32:26,4.8845,-1.7554,79.48,86,87,6.4
365,Xai-Xai,MZ,2021-11-12 22:32:27,-25.0519,33.6442,76.06,68,98,5.99
366,Cherskiy,RU,2021-11-12 22:32:27,68.75,161.3,9.5,96,100,3.8
367,Arima,TT,2021-11-12 22:32:28,10.6333,-61.2833,80.74,81,20,5.01
368,Malakal,SS,2021-11-12 22:30:07,9.5334,31.6605,79.39,58,51,2.95
369,Lompoc,US,2021-11-12 22:32:28,34.6391,-120.4579,93.34,54,1,13.8
370,Olafsvik,IS,2021-11-12 22:32:29,64.8945,-23.7142,40.26,67,100,15.17
371,Mopipi,BW,2021-11-12 22:32:29,-21.1833,24.8833,83.14,24,81,11.1
372,Diamantino,BR,2021-11-12 22:32:30,-14.4086,-56.4461,75.4,88,94,5.99
373,Hope Mills,US,2021-11-12 22:32:28,34.9704,-78.9453,70.2,48,1,3.44
374,Maraba,BR,2021-11-12 22:30:13,-5.3686,-49.1178,81.16,67,99,2.01
375,Novobirilyussy,RU,2021-11-12 22:32:30,56.9514,90.6661,27.93,97,100,3.11
376,Barstow,US,2021-11-12 22:27:52,34.8986,-117.0228,81.41,20,0,8.61
377,Baduria,IN,2021-11-12 22:32:31,22.7417,88.7858,78.73,65,100,5.95
378,Grand-Lahou,CI,2021-11-12 22:32:31,5.1367,-5.0242,78.76,87,74,8.55
379,Oga,IT,2021-11-12 22:32:32,46.4631,10.347,38.08,96,48,3.56
380,Agen,FR,2021-11-12 22:32:32,44.2,0.6333,56.52,93,12,4.23
381,Baykit,RU,2021-11-12 22:32:33,61.67,96.37,-9.38,98,89,1.48
382,Oktyabrskiy,RU,2021-11-12 22:32:33,54.4815,53.471,28.9,95,100,11.86
383,Marsaxlokk,MT,2021-11-12 22:32:33,35.8419,14.5431,56.01,88,0,2.3
384,Tevaitoa,PF,2021-11-12 22:32:34,-16.7833,-151.5,78.1,67,74,11.59
385,Camopi,GF,2021-11-12 22:32:34,3.1655,-52.3158,77.23,70,83,4.81
386,Diu,IN,2021-11-12 22:32:35,20.7141,70.9822,72.07,41,99,10.09
387,Ahvaz,IR,2021-11-12 22:30:34,31.3203,48.6693,58.95,67,0,2.3
388,Hermiston,US,2021-11-12 22:32:31,45.8404,-119.2895,69.12,94,20,6.91
389,Ostrovnoy,RU,2021-11-12 22:32:35,68.0531,39.5131,29.16,65,99,14.25
390,Mwense,ZM,2021-11-12 22:32:36,-10.3845,28.698,73.69,52,83,6.2
391,Vila Velha,BR,2021-11-12 22:32:36,-20.3297,-40.2925,66.15,96,90,14.0
392,El Playon,CO,2021-11-12 22:32:37,7.4713,-73.2031,80.87,94,32,4.68
393,Alice Springs,AU,2021-11-12 22:32:37,-23.7,133.8833,58.55,58,0,4.61
394,Karratha,AU,2021-11-12 22:32:37,-20.7377,116.8463,77.22,34,79,8.99
395,Okhtyrka,UA,2021-11-12 22:32:38,50.3104,34.8988,36.12,94,70,7.9
396,Lewistown,US,2021-11-12 22:32:38,40.5992,-77.5714,54.39,46,1,0.0
397,Valbom,PT,2021-11-12 22:32:39,41.1325,-8.5641,53.42,88,20,5.01
398,Raudeberg,NO,2021-11-12 22:32:39,61.9875,5.1352,43.47,50,100,3.24
399,Valle De Allende,MX,2021-11-12 22:32:40,26.9333,-105.4,72.99,27,0,10.78
400,Gvarv,NO,2021-11-12 22:32:40,59.3875,9.1737,42.28,98,100,5.79
401,Hammerfest,NO,2021-11-12 22:32:41,70.6634,23.6821,30.65,80,90,16.11
402,Khandyga,RU,2021-11-12 22:32:41,62.6667,135.6,9.39,97,100,2.51
403,Nchelenge,ZM,2021-11-12 22:32:42,-9.3451,28.734,75.56,67,86,4.03
404,Nunoa,PE,2021-11-12 22:32:42,-14.48,-70.6411,48.0,73,100,4.29
405,Cabo San Lucas,MX,2021-11-12 22:31:05,22.8909,-109.9124,86.61,70,20,1.01
406,Victor Harbor,AU,2021-11-12 22:32:43,-35.5667,138.6167,58.8,56,100,4.0
407,Sechura,PE,2021-11-12 22:32:43,-5.5569,-80.8222,70.11,64,67,16.13
408,Bambous Virieux,MU,2021-11-12 22:32:44,-20.3428,57.7575,73.22,88,20,4.61
409,Caraquet,CA,2021-11-12 22:31:12,47.7941,-64.9386,39.74,79,100,12.8
410,Evensk,RU,2021-11-12 22:32:44,61.95,159.2333,31.69,95,100,5.75
411,Labuhan,ID,2021-11-12 22:32:44,-6.8844,112.2051,79.12,82,100,10.36
412,Tuatapere,NZ,2021-11-12 22:32:45,-46.1333,167.6833,51.4,97,100,5.59
413,Kayerkan,RU,2021-11-12 22:32:45,69.3497,87.7602,8.91,85,100,17.38
414,Cunha,BR,2021-11-12 22:32:46,-23.0744,-44.9597,59.74,97,100,4.72
415,Mariental,NA,2021-11-12 22:32:46,-24.6333,17.9667,78.13,20,37,9.69
416,Bar,UA,2021-11-12 22:32:46,49.0772,27.6826,38.12,90,3,3.62
417,Lerwick,GB,2021-11-12 22:32:47,60.1545,-1.1494,50.0,93,99,8.3
418,Birin,NP,2021-11-12 22:32:47,26.8865,88.0718,48.43,81,32,4.61
419,Chapais,CA,2021-11-12 22:32:48,49.7834,-74.8492,35.38,96,100,8.99
420,Weyburn,CA,2021-11-12 22:32:48,49.6668,-103.8511,18.18,79,88,5.75
421,Coihaique,CL,2021-11-12 22:29:16,-45.5752,-72.0662,62.55,55,75,6.91
422,Shizunai,JP,2021-11-12 22:32:49,42.3339,142.3669,46.17,70,86,18.45
423,Trairi,BR,2021-11-12 22:30:51,-3.2778,-39.2689,80.82,76,6,11.43
424,Aromashevo,RU,2021-11-12 22:32:49,56.8602,68.6375,24.53,92,86,11.16
425,Arlit,NE,2021-11-12 22:32:50,18.7369,7.3853,80.83,15,98,7.38
426,Tynda,RU,2021-11-12 22:32:50,55.1667,124.7167,7.81,94,31,3.47
427,Santa,PH,2021-11-12 22:32:51,17.486,120.4348,77.02,81,67,5.23
428,Ambilobe,MG,2021-11-12 22:32:51,-13.2,49.05,73.45,85,31,5.86
429,Buturlino,RU,2021-11-12 22:32:52,55.5667,44.8974,30.83,97,100,10.18
430,Campbell River,CA,2021-11-12 22:31:13,50.0163,-125.2446,58.53,72,40,1.01
431,Seoul,KR,2021-11-12 22:30:22,37.5683,126.9778,31.51,90,0,1.14
432,Rabo De Peixe,PT,2021-11-12 22:32:52,37.8,-25.5833,69.28,82,77,16.26
433,Joigny,FR,2021-11-12 22:32:53,47.9829,3.401,46.81,90,13,7.81
434,Rieti,IT,2021-11-12 22:32:53,42.4072,12.8592,55.53,87,99,9.22
435,Lanigan,CA,2021-11-12 22:32:53,51.8501,-105.0344,16.09,82,100,12.73
436,Taldan,RU,2021-11-12 22:32:54,53.6667,124.8,20.68,60,52,4.99
437,Otane,NZ,2021-11-12 22:32:54,-39.8833,176.6333,74.39,72,100,6.49
438,Jimenez,MX,2021-11-12 22:32:55,28.3333,-105.4,79.54,18,0,8.9
439,Chernyshevskiy,RU,2021-11-12 22:32:55,63.0128,112.4714,-8.54,99,90,2.3
440,Abaza,RU,2021-11-12 22:32:11,52.655,90.0928,28.17,85,75,6.24
441,Impfondo,CG,2021-11-12 22:32:56,1.6381,18.0667,70.47,96,83,2.46
442,Saint-Leu,RE,2021-11-12 22:32:56,-21.15,55.2833,70.66,91,18,1.99
443,Jasper,US,2021-11-12 22:32:57,37.2001,-94.3502,45.27,49,75,4.0
444,Palana,RU,2021-11-12 22:32:57,59.1167,159.9667,29.57,79,96,6.91
445,Santa Cruz,BO,2021-11-12 22:32:58,-17.8,-63.1667,87.85,55,75,4.61
446,Kalat,PK,2021-11-12 22:32:58,29.0225,66.5916,39.0,28,0,3.02
447,Isla Mujeres,MX,2021-11-12 22:32:59,21.2311,-86.731,80.65,73,96,8.3
448,Whitefish,US,2021-11-12 22:32:59,48.4111,-114.3376,44.38,97,90,0.0
449,Filingue,NE,2021-11-12 22:33:00,14.3521,3.3168,87.01,14,99,6.04
450,Beaverlodge,CA,2021-11-12 22:33:00,55.2166,-119.4361,47.55,47,27,14.79
451,Catalina,US,2021-11-12 22:33:00,32.5056,-110.9211,84.88,15,0,1.99
452,College,US,2021-11-12 22:29:31,64.8569,-147.8028,6.75,80,90,0.0
453,Opuwo,NA,2021-11-12 22:29:02,-18.0607,13.84,73.54,47,69,3.83
454,Portland,US,2021-11-12 22:30:58,45.5234,-122.6762,61.99,95,90,5.01
455,Napanee,CA,2021-11-12 22:30:38,44.2501,-76.9494,48.42,76,1,4.94
456,Hit,IQ,2021-11-12 22:33:01,33.6416,42.8251,58.1,46,0,2.64
457,Grand Forks,US,2021-11-12 22:33:02,47.9417,-97.4337,29.93,83,90,19.57
458,Yarmouth,US,2021-11-12 22:33:02,41.7057,-70.2286,63.64,93,90,11.99
459,Kamenka,RU,2021-11-12 22:33:03,51.3223,42.7678,36.18,84,83,15.59
460,Haines Junction,CA,2021-11-12 22:33:03,60.7522,-137.5108,19.35,79,100,5.75
461,Hojai,IN,2021-11-12 22:33:04,26.0,92.8667,61.9,93,67,2.75
462,Chambersburg,US,2021-11-12 22:33:04,39.9376,-77.6611,56.17,60,0,1.99
463,Lucea,JM,2021-11-12 22:33:05,18.451,-78.1736,80.46,77,17,2.57
464,Waitati,NZ,2021-11-12 22:33:05,-45.75,170.5667,54.81,66,100,5.7
465,Dryden,CA,2021-11-12 22:33:06,49.7833,-92.7503,28.69,86,90,9.22
466,Kondinskoye,RU,2021-11-12 22:33:06,59.6481,67.41,26.73,93,73,12.62
467,Rudnaya Pristan,RU,2021-11-12 22:33:07,44.3614,135.8116,32.29,59,41,7.36
468,Sucua,EC,2021-11-12 22:33:07,-2.4667,-78.1667,74.14,78,75,4.61
469,Fernandina Beach,US,2021-11-12 22:30:44,30.6697,-81.4626,72.01,84,1,3.44
470,Xaltianguis,MX,2021-11-12 22:33:08,17.0667,-99.8333,78.31,86,18,2.98
471,Enterprise,US,2021-11-12 22:33:08,36.0252,-115.2419,79.77,24,20,3.0
472,Taoudenni,ML,2021-11-12 22:33:09,22.6783,-3.9836,73.22,12,66,6.17
473,Saint-Ambroise,CA,2021-11-12 22:33:09,48.5501,-71.3324,41.54,93,100,10.36
474,Kieta,PG,2021-11-12 22:33:10,-6.2167,155.6333,85.57,68,55,3.53
475,Svay Rieng,KH,2021-11-12 22:33:10,11.0879,105.7993,74.61,91,95,4.94
476,Boralday,KZ,2021-11-12 22:33:11,43.3578,76.8594,31.86,74,20,4.47
477,Saint-Francois,FR,2021-11-12 22:33:11,46.4154,3.9054,36.84,93,25,1.14
478,Sao Miguel Do Araguaia,BR,2021-11-12 22:33:11,-13.275,-50.1628,72.05,90,100,0.94
479,Le Port,RE,2021-11-12 22:33:12,-20.9373,55.2919,71.6,91,31,6.64
480,Turukhansk,RU,2021-11-12 22:33:12,65.8167,87.9833,10.65,83,100,16.13
481,Keti Bandar,PK,2021-11-12 22:33:13,24.1447,67.4497,78.15,44,0,9.13
482,Kathu,TH,2021-11-12 22:33:13,7.9178,98.3332,81.7,99,97,3.85
483,Knysna,ZA,2021-11-12 22:33:14,-34.0363,23.0471,60.22,88,73,3.85
484,Riyadh,SA,2021-11-12 22:31:41,24.6877,46.7219,66.34,24,60,6.08
485,Port Lincoln,AU,2021-11-12 22:31:13,-34.7333,135.8667,55.98,68,91,7.54
486,Prince Rupert,CA,2021-11-12 22:33:14,54.3161,-130.3201,49.69,84,90,9.22
487,Nouakchott,MR,2021-11-12 22:33:15,18.0858,-15.9785,75.13,55,48,9.89
488,Kirkenes,NO,2021-11-12 22:33:15,69.7271,30.0458,19.62,92,0,4.61
489,Puertollano,ES,2021-11-12 22:33:16,38.6871,-4.1073,49.15,70,9,2.91
490,Kishapu,TZ,2021-11-12 22:33:16,-3.6167,33.8667,76.89,37,58,16.22
491,Samarai,PG,2021-11-12 22:33:16,-10.6167,150.6667,83.44,74,100,2.48
492,Bridlington,GB,2021-11-12 22:33:17,54.0831,-0.1919,53.78,85,89,19.33
493,Kamaishi,JP,2021-11-12 22:33:17,39.2667,141.8833,49.41,73,71,5.91
494,Kochi,IN,2021-11-12 22:33:18,9.9399,76.2602,73.38,90,98,7.14
495,Manzhouli,CN,2021-11-12 22:33:18,49.6,117.4333,26.47,88,55,16.55
496,Chake Chake,TZ,2021-11-12 22:33:19,-5.2459,39.7666,76.46,85,32,5.59
497,Qui Nhon,VN,2021-11-12 22:33:19,13.7667,109.2333,76.03,94,100,11.27
498,Bam,IR,2021-11-12 22:33:19,29.106,58.357,60.19,26,0,5.37
499,Padang,ID,2021-11-12 22:33:20,-0.9492,100.3543,75.25,87,100,3.53
500,Bac Lieu,VN,2021-11-12 22:33:20,9.285,105.7244,78.24,89,100,13.42
501,Saint-Georges,GD,2021-11-12 22:31:53,12.0564,-61.7485,82.08,78,20,10.36
502,Tabuk,PH,2021-11-12 22:33:21,17.4189,121.4443,73.33,93,85,1.1
503,San Quintin,MX,2021-11-12 22:33:21,30.4833,-115.95,78.53,30,22,7.99
504,Lata,PT,2021-11-12 22:33:22,40.1629,-8.3327,48.07,78,7,2.91
505,Fraga,ES,2021-11-12 22:33:22,41.5229,0.3489,49.57,82,55,4.41
506,Fort Frances,CA,2021-11-12 22:32:10,48.5999,-93.4003,32.22,69,90,13.8
507,Hualmay,PE,2021-11-12 22:33:23,-11.0964,-77.6139,65.84,77,96,12.57
508,Srednekolymsk,RU,2021-11-12 22:33:23,67.45,153.6833,0.39,98,100,3.94
509,Chingola,ZM,2021-11-12 22:33:24,-12.529,27.8838,67.75,63,95,1.12
510,Angoche,MZ,2021-11-12 22:33:24,-16.2325,39.9086,77.22,90,50,6.33
511,Sanchazi,CN,2021-11-12 22:33:24,42.0817,126.6003,25.14,70,3,3.83
512,Kadoma,JP,2021-11-12 22:33:25,34.7333,135.5833,49.95,81,20,2.3
513,Barcelos,PT,2021-11-12 22:33:25,41.5388,-8.6151,53.85,77,21,4.72
514,Broome,US,2021-11-12 22:33:26,42.2506,-75.833,48.79,65,37,3.0
515,Butzow,DE,2021-11-12 22:33:26,53.85,11.9833,45.09,87,100,8.1
516,Datong,CN,2021-11-12 22:33:27,40.0936,113.2914,23.56,81,3,0.98
517,Ixtapa,MX,2021-11-12 22:33:27,20.7,-105.2,83.43,70,1,10.36
518,Kirakira,SB,2021-11-12 22:33:27,-10.4544,161.9205,86.4,68,24,7.45
519,Sept-Iles,CA,2021-11-12 22:33:28,50.2001,-66.3821,35.06,71,90,11.01
520,Show Low,US,2021-11-12 22:33:28,34.2542,-110.0298,63.28,27,1,10.36
521,Port Augusta,AU,2021-11-12 22:33:29,-32.5,137.7667,55.54,74,43,6.2
522,Banda Aceh,ID,2021-11-12 22:33:29,5.5577,95.3222,78.03,82,100,11.1
523,Mitsamiouli,KM,2021-11-12 22:33:29,-11.3847,43.2844,79.75,78,30,8.57
524,Behshahr,IR,2021-11-12 22:33:30,36.6923,53.5526,51.31,84,99,0.85
525,Viedma,AR,2021-11-12 22:33:30,-40.8135,-62.9967,74.43,50,77,13.4
526,Te Anau,NZ,2021-11-12 22:33:31,-45.4167,167.7167,50.25,96,100,2.82
527,Saint-Joseph,RE,2021-11-12 22:33:31,-21.3667,55.6167,70.18,80,34,5.61
528,Camacha,PT,2021-11-12 22:33:31,33.0833,-16.3333,63.82,59,40,5.75
529,Aykhal,RU,2021-11-12 22:33:32,66.0,111.5,-10.1,96,97,3.58
530,Castel San Giovanni,IT,2021-11-12 22:33:32,45.0583,9.4335,50.7,87,14,2.13
531,Kalispell,US,2021-11-12 22:33:33,48.1958,-114.3129,44.67,97,90,0.0
532,Rio Gallegos,AR,2021-11-12 22:33:33,-51.6226,-69.2181,60.85,36,20,11.5
533,Amarante Do Maranhao,BR,2021-11-12 22:33:34,-5.5667,-46.7422,76.14,82,74,1.41
534,Bud,US,2021-11-12 22:33:34,39.447,-86.1758,44.89,63,85,14.52
535,Okhotsk,RU,2021-11-12 22:33:35,59.3833,143.3,33.03,99,100,8.68
536,Klaksvik,FO,2021-11-12 22:33:35,62.2266,-6.589,47.32,90,100,27.2
537,Beringovskiy,RU,2021-11-12 22:33:35,63.05,179.3167,21.0,87,94,3.0
538,Kandalaksha,RU,2021-11-12 22:33:36,67.162,32.4123,20.66,93,21,4.45
539,Bac Ninh,VN,2021-11-12 22:33:36,21.1833,106.05,68.09,61,100,11.41
540,Caravelas,BR,2021-11-12 22:33:36,-17.7125,-39.2481,70.48,92,100,15.73
541,Nargana,PA,2021-11-12 22:33:37,9.4428,-78.5906,81.12,81,38,7.27
542,Qovlar,AZ,2021-11-12 22:33:37,40.948,45.735,36.45,75,8,3.6
543,Vanavara,RU,2021-11-12 22:33:38,60.34,102.2797,0.21,100,94,1.83
544,Hay River,CA,2021-11-12 22:31:05,60.8156,-115.7999,28.38,93,90,10.36
545,Chalons-En-Champagne,FR,2021-11-12 22:33:38,48.9539,4.3672,49.1,97,4,8.9
546,Furth,DE,2021-11-12 22:33:39,49.4759,10.9886,39.18,88,90,8.05
547,Fort Nelson,CA,2021-11-12 22:31:13,58.8053,-122.7002,17.19,93,90,2.3
548,Clyde River,CA,2021-11-12 22:33:39,70.4692,-68.5914,12.43,100,75,19.57
549,Almaznyy,RU,2021-11-12 22:33:40,48.0448,40.045,39.34,77,62,9.62
550,Sola,VU,2021-11-12 22:33:40,-13.8833,167.55,82.09,74,46,11.39
551,Albert,FR,2021-11-12 22:33:41,50.0009,2.651,52.79,93,90,11.5
552,Westport,US,2021-11-12 22:33:41,41.1415,-73.3579,59.95,94,1,4.0
553,Saint-Gaudens,FR,2021-11-12 22:33:42,43.0833,0.6667,55.13,95,69,2.64
554,Choya,RU,2021-11-12 22:33:42,52.0108,86.5467,27.34,94,98,2.44
555,Villanueva De La Serena,ES,2021-11-12 22:33:42,38.9766,-5.7974,57.83,69,1,1.45
556,Port-Gentil,GA,2021-11-12 22:33:43,-0.7193,8.7815,78.76,89,40,6.91
557,Roald,NO,2021-11-12 22:33:43,62.5833,6.1333,42.33,75,0,12.66
558,Coolum Beach,AU,2021-11-12 22:33:44,-26.5333,153.1,70.11,51,79,11.61
559,Pine Bluff,US,2021-11-12 22:33:44,34.2284,-92.0032,58.95,54,1,15.01
560,Pellerd,HU,2021-11-12 22:33:45,46.0344,18.154,41.04,100,90,1.14
561,Spassk,RU,2021-11-12 22:33:45,52.747,87.7545,32.95,88,100,9.78
562,Narkanda,IN,2021-11-12 22:33:45,31.2548,77.4613,32.56,42,0,4.61
563,Korla,CN,2021-11-12 22:33:46,41.7597,86.1469,30.02,38,0,3.22
564,Chulym,RU,2021-11-12 22:33:46,55.0997,80.9572,31.21,97,100,13.67
565,Kumba,CM,2021-11-12 22:33:47,4.6363,9.4469,72.82,96,95,1.77
566,Mareeba,AU,2021-11-12 22:33:47,-17.0,145.4333,82.44,79,81,3.49
567,Moshenskoye,RU,2021-11-12 22:33:47,58.5102,34.5911,37.42,95,100,10.42
568,Mersing,MY,2021-11-12 22:33:48,2.4312,103.8405,75.11,94,100,2.3
569,Ayan,RU,2021-11-12 22:33:48,56.45,138.1667,23.88,87,100,14.12
570,Wuwei,CN,2021-11-12 22:33:49,37.9281,102.6414,30.65,37,11,3.56
571,Medowie,AU,2021-11-12 22:33:49,-32.7333,151.8667,66.09,46,40,36.82
572,Tygda,RU,2021-11-12 22:33:49,53.1167,126.3333,22.24,60,86,5.21
573,Sungairaya,ID,2021-11-12 22:33:50,0.7,108.9,73.08,94,100,4.88
574,Gat,IL,2021-11-12 22:33:50,31.61,34.7642,74.08,25,82,4.16
575,Celestun,MX,2021-11-12 22:33:51,20.8667,-90.4,79.12,75,94,13.96
576,Miramar,US,2021-11-12 22:33:51,25.9873,-80.2323,80.02,82,1,5.75
577,Kjollefjord,NO,2021-11-12 22:33:52,70.9457,27.3465,21.02,73,0,12.66
578,San Felipe,VE,2021-11-12 22:33:52,10.3399,-68.7425,72.48,96,52,3.65
579,Hambantota,LK,2021-11-12 22:33:52,6.1241,81.1185,78.22,82,72,14.65
580,Mani,CO,2021-11-12 22:33:53,4.8172,-72.2886,80.02,57,84,5.64
581,Wonosobo,ID,2021-11-12 22:33:53,-7.36,109.9025,66.0,100,99,0.27
